window_id,domain,pos,kld
conditional-fit-0008,axis1_general,0,1.1422581799411777
conditional-fit-0008,axis1_general,1,2.113394410673045
conditional-fit-0008,axis1_general,2,1.2775365404028385
conditional-fit-0008,axis1_general,3,3.3686736632486203
conditional-fit-0008,axis1_general,4,3.0200481071909175
conditional-fit-0008,axis1_general,5,0.5525353258831028
conditional-fit-0008,axis1_general,6,0.8565205835647173
conditional-fit-0008,axis1_general,7,0.2254789485424549
conditional-fit-0008,axis1_general,8,1.004566197471581
conditional-fit-0008,axis1_general,9,0.3373184165386399
conditional-fit-0008,axis1_general,10,0.3434881991287544
conditional-fit-0008,axis1_general,11,0.28719406073279197
conditional-fit-0008,axis1_general,12,0.3270614720088605
conditional-fit-0008,axis1_general,13,0.17144206797209174
conditional-fit-0008,axis1_general,14,0.06017148989638623
conditional-fit-0008,axis1_general,15,0.20315517084584941
conditional-fit-0008,axis1_general,16,0.5819927660908487
conditional-fit-0008,axis1_general,17,0.008060162334179615
conditional-fit-0008,axis1_general,18,0.2727553449532779
conditional-fit-0008,axis1_general,19,0.028410343655330877
conditional-fit-0008,axis1_general,20,0.29270034688795205
conditional-fit-0008,axis1_general,21,0.11960184385747226
conditional-fit-0008,axis1_general,22,0.23621898977799377
conditional-fit-0008,axis1_general,23,0.029733106757701598
conditional-fit-0008,axis1_general,24,0.3127809130690861
conditional-fit-0008,axis1_general,25,0.034519570566848304
conditional-fit-0008,axis1_general,26,0.20131377139042939
conditional-fit-0008,axis1_general,27,0.10108998608980335
conditional-fit-0008,axis1_general,28,0.0013603350552495292
conditional-fit-0008,axis1_general,29,0.0052361684252417865
conditional-fit-0008,axis1_general,30,0.19310155839961063
conditional-fit-0008,axis1_general,31,0.09247219716846525
conditional-fit-0008,axis1_general,32,0.15707804078999082
conditional-fit-0008,axis1_general,33,0.40033940401742435
conditional-fit-0008,axis1_general,34,0.09096968894301101
conditional-fit-0008,axis1_general,35,0.09249130087869853
conditional-fit-0008,axis1_general,36,0.0018802294067218437
conditional-fit-0008,axis1_general,37,0.146378160037149
conditional-fit-0008,axis1_general,38,0.08083405597468529
conditional-fit-0008,axis1_general,39,0.002398329118107999
conditional-fit-0008,axis1_general,40,0.10845288407900056
conditional-fit-0008,axis1_general,41,0.06960139496824475
