window_id,domain,pos,kld
conditional-fit-0063,axis4_reasoning_termination,0,0.9480637977073394
conditional-fit-0063,axis4_reasoning_termination,1,2.4549390234565394
conditional-fit-0063,axis4_reasoning_termination,2,1.1449110094304065
conditional-fit-0063,axis4_reasoning_termination,3,1.1291400487537655
conditional-fit-0063,axis4_reasoning_termination,4,1.7218430790112882
conditional-fit-0063,axis4_reasoning_termination,5,0.469707411543243
conditional-fit-0063,axis4_reasoning_termination,6,0.5223743526885258
conditional-fit-0063,axis4_reasoning_termination,7,0.5371631871804095
conditional-fit-0063,axis4_reasoning_termination,8,0.6766357711658817
conditional-fit-0063,axis4_reasoning_termination,9,1.634951000090511
conditional-fit-0063,axis4_reasoning_termination,10,1.925177643055718
conditional-fit-0063,axis4_reasoning_termination,11,0.8175227691349697
conditional-fit-0063,axis4_reasoning_termination,12,0.7527563359837443
conditional-fit-0063,axis4_reasoning_termination,13,1.0941402796133408
conditional-fit-0063,axis4_reasoning_termination,14,0.8829104520449146
conditional-fit-0063,axis4_reasoning_termination,15,1.7697628286084035
conditional-fit-0063,axis4_reasoning_termination,16,1.112054360491232
conditional-fit-0063,axis4_reasoning_termination,17,0.648633746175187
conditional-fit-0063,axis4_reasoning_termination,18,0.7011075479986077
conditional-fit-0063,axis4_reasoning_termination,19,0.5189016770770557
conditional-fit-0063,axis4_reasoning_termination,20,0.14953867872822596
conditional-fit-0063,axis4_reasoning_termination,21,0.18941413007931637
conditional-fit-0063,axis4_reasoning_termination,22,0.41171300987459786
conditional-fit-0063,axis4_reasoning_termination,23,0.36663144188979324
conditional-fit-0063,axis4_reasoning_termination,24,0.27526485105451487
conditional-fit-0063,axis4_reasoning_termination,25,0.6049367775840069
conditional-fit-0063,axis4_reasoning_termination,26,0.4966261179699685
conditional-fit-0063,axis4_reasoning_termination,27,0.6280305548069828
conditional-fit-0063,axis4_reasoning_termination,28,0.25900372269707705
conditional-fit-0063,axis4_reasoning_termination,29,0.35434296350872263
conditional-fit-0063,axis4_reasoning_termination,30,1.6912991007442173
conditional-fit-0063,axis4_reasoning_termination,31,0.9312649515292705
conditional-fit-0063,axis4_reasoning_termination,32,0.09708327956955284
conditional-fit-0063,axis4_reasoning_termination,33,0.5643634670583354
conditional-fit-0063,axis4_reasoning_termination,34,2.7238913326618404
conditional-fit-0063,axis4_reasoning_termination,35,0.04082220002644477
conditional-fit-0063,axis4_reasoning_termination,36,0.0675747620531168
conditional-fit-0063,axis4_reasoning_termination,37,0.035678154064554136
conditional-fit-0063,axis4_reasoning_termination,38,0.003296737187052249
conditional-fit-0063,axis4_reasoning_termination,39,0.132888462043135
conditional-fit-0063,axis4_reasoning_termination,40,0.03279496049648663
conditional-fit-0063,axis4_reasoning_termination,41,0.3100626488088147
conditional-fit-0063,axis4_reasoning_termination,42,0.0008909232167088229
conditional-fit-0063,axis4_reasoning_termination,43,0.15913508884899538
conditional-fit-0063,axis4_reasoning_termination,44,0.22427208193807524
conditional-fit-0063,axis4_reasoning_termination,45,0.1669030797975451
conditional-fit-0063,axis4_reasoning_termination,46,0.22385017069888263
conditional-fit-0063,axis4_reasoning_termination,47,0.08858887149383543
conditional-fit-0063,axis4_reasoning_termination,48,0.055565407386330215
conditional-fit-0063,axis4_reasoning_termination,49,0.024411609048617597
conditional-fit-0063,axis4_reasoning_termination,50,0.0013833391111666992
conditional-fit-0063,axis4_reasoning_termination,51,0.011580625220730768
conditional-fit-0063,axis4_reasoning_termination,52,0.008737036745155188
conditional-fit-0063,axis4_reasoning_termination,53,0.012947329972215245
conditional-fit-0063,axis4_reasoning_termination,54,0.0006385216383023059
conditional-fit-0063,axis4_reasoning_termination,55,0.0009716366227616322
conditional-fit-0063,axis4_reasoning_termination,56,0.00410942790238864
conditional-fit-0063,axis4_reasoning_termination,57,0.02678910646058517
conditional-fit-0063,axis4_reasoning_termination,58,0.06955336859025626
conditional-fit-0063,axis4_reasoning_termination,59,0.026950172880333592
conditional-fit-0063,axis4_reasoning_termination,60,0.10428565322602885
conditional-fit-0063,axis4_reasoning_termination,61,0.17440963344379556
conditional-fit-0063,axis4_reasoning_termination,62,0.5120332568510211
conditional-fit-0063,axis4_reasoning_termination,63,0.14431798606958424
conditional-fit-0063,axis4_reasoning_termination,64,0.33449662616785375
conditional-fit-0063,axis4_reasoning_termination,65,0.3640191926676755
conditional-fit-0063,axis4_reasoning_termination,66,0.04240358501230217
conditional-fit-0063,axis4_reasoning_termination,67,0.08183273175597844
conditional-fit-0063,axis4_reasoning_termination,68,0.020773339577152976
conditional-fit-0063,axis4_reasoning_termination,69,1.2800381259249571
conditional-fit-0063,axis4_reasoning_termination,70,0.043956001314773605
conditional-fit-0063,axis4_reasoning_termination,71,0.10505853877940291
conditional-fit-0063,axis4_reasoning_termination,72,0.20632754277549747
conditional-fit-0063,axis4_reasoning_termination,73,0.4217814096718469
conditional-fit-0063,axis4_reasoning_termination,74,0.8815874794529587
conditional-fit-0063,axis4_reasoning_termination,75,0.8221264335620238
conditional-fit-0063,axis4_reasoning_termination,76,0.5252893796770043
conditional-fit-0063,axis4_reasoning_termination,77,0.2896773473350137
conditional-fit-0063,axis4_reasoning_termination,78,0.29499824776569483
conditional-fit-0063,axis4_reasoning_termination,79,0.1841937016926873
conditional-fit-0063,axis4_reasoning_termination,80,0.6352798187702114
conditional-fit-0063,axis4_reasoning_termination,81,0.6728510033906068
conditional-fit-0063,axis4_reasoning_termination,82,0.692581321512126
conditional-fit-0063,axis4_reasoning_termination,83,0.4184471779236002
conditional-fit-0063,axis4_reasoning_termination,84,0.1913607965308911
conditional-fit-0063,axis4_reasoning_termination,85,0.11740982455309827
conditional-fit-0063,axis4_reasoning_termination,86,0.10441243692083585
conditional-fit-0063,axis4_reasoning_termination,87,0.13377311543356712
conditional-fit-0063,axis4_reasoning_termination,88,0.15302761212305444
conditional-fit-0063,axis4_reasoning_termination,89,0.03311575432744081
conditional-fit-0063,axis4_reasoning_termination,90,0.0007289142163821368
conditional-fit-0063,axis4_reasoning_termination,91,0.11758275297269866
conditional-fit-0063,axis4_reasoning_termination,92,0.0038218679669479805
conditional-fit-0063,axis4_reasoning_termination,93,0.017314260622636406
conditional-fit-0063,axis4_reasoning_termination,94,0.047520261627951664
conditional-fit-0063,axis4_reasoning_termination,95,9.471833008438464e-05
conditional-fit-0063,axis4_reasoning_termination,96,0.010311592650942353
conditional-fit-0063,axis4_reasoning_termination,97,0.0002748177949086869
conditional-fit-0063,axis4_reasoning_termination,98,0.014654726499710545
conditional-fit-0063,axis4_reasoning_termination,99,0.015848464319926828
conditional-fit-0063,axis4_reasoning_termination,100,0.0895462025129613
conditional-fit-0063,axis4_reasoning_termination,101,0.22970813082695024
conditional-fit-0063,axis4_reasoning_termination,102,0.04235726186992721
conditional-fit-0063,axis4_reasoning_termination,103,0.18062427967922967
conditional-fit-0063,axis4_reasoning_termination,104,0.02660404794042433
conditional-fit-0063,axis4_reasoning_termination,105,0.011495942356451521
conditional-fit-0063,axis4_reasoning_termination,106,0.10571758337469675
conditional-fit-0063,axis4_reasoning_termination,107,0.0005002041008879305
conditional-fit-0063,axis4_reasoning_termination,108,0.0015309441385701816
conditional-fit-0063,axis4_reasoning_termination,109,0.007214143102720486
conditional-fit-0063,axis4_reasoning_termination,110,9.500796755740023e-05
conditional-fit-0063,axis4_reasoning_termination,111,2.5704282584836542e-05
conditional-fit-0063,axis4_reasoning_termination,112,0.00013230671403967323
conditional-fit-0063,axis4_reasoning_termination,113,0.0008574835249614078
conditional-fit-0063,axis4_reasoning_termination,114,0.0009815400958478864
conditional-fit-0063,axis4_reasoning_termination,115,5.2335756178344374e-05
conditional-fit-0063,axis4_reasoning_termination,116,0.0005505490296929513
conditional-fit-0063,axis4_reasoning_termination,117,0.00025258972523230303
conditional-fit-0063,axis4_reasoning_termination,118,0.00017544908898162683
conditional-fit-0063,axis4_reasoning_termination,119,0.05431804759949674
conditional-fit-0063,axis4_reasoning_termination,120,0.03871373889927983
conditional-fit-0063,axis4_reasoning_termination,121,0.0006348850833469461
conditional-fit-0063,axis4_reasoning_termination,122,0.09311627262990024
conditional-fit-0063,axis4_reasoning_termination,123,0.0549486997774612
conditional-fit-0063,axis4_reasoning_termination,124,0.053083629392221846
conditional-fit-0063,axis4_reasoning_termination,125,0.008244782249564896
conditional-fit-0063,axis4_reasoning_termination,126,8.099251186434647e-05
conditional-fit-0063,axis4_reasoning_termination,127,0.00045074766104812025
conditional-fit-0063,axis4_reasoning_termination,128,2.880230141142473e-05
conditional-fit-0063,axis4_reasoning_termination,129,4.4677913897929975e-05
conditional-fit-0063,axis4_reasoning_termination,130,0.04143213916777848
conditional-fit-0063,axis4_reasoning_termination,131,0.042014573570807956
conditional-fit-0063,axis4_reasoning_termination,132,0.08471088897476575
conditional-fit-0063,axis4_reasoning_termination,133,0.006560445704677877
conditional-fit-0063,axis4_reasoning_termination,134,0.002557339810387973
conditional-fit-0063,axis4_reasoning_termination,135,0.05221166045748048
conditional-fit-0063,axis4_reasoning_termination,136,0.00043062957462594576
conditional-fit-0063,axis4_reasoning_termination,137,0.009653922912363742
conditional-fit-0063,axis4_reasoning_termination,138,0.00871505656645712
conditional-fit-0063,axis4_reasoning_termination,139,0.05668448355886325
conditional-fit-0063,axis4_reasoning_termination,140,0.006483362134284318
conditional-fit-0063,axis4_reasoning_termination,141,0.11422644395019026
conditional-fit-0063,axis4_reasoning_termination,142,0.07773698075050875
conditional-fit-0063,axis4_reasoning_termination,143,0.028543417549498247
conditional-fit-0063,axis4_reasoning_termination,144,0.6281194503678269
conditional-fit-0063,axis4_reasoning_termination,145,0.15662607723962635
conditional-fit-0063,axis4_reasoning_termination,146,0.1292618276735117
conditional-fit-0063,axis4_reasoning_termination,147,0.14063388237624574
conditional-fit-0063,axis4_reasoning_termination,148,0.032634421591396894
conditional-fit-0063,axis4_reasoning_termination,149,0.02130443453065813
conditional-fit-0063,axis4_reasoning_termination,150,0.05856835270796827
conditional-fit-0063,axis4_reasoning_termination,151,0.12698498358967542
conditional-fit-0063,axis4_reasoning_termination,152,0.013622308912331297
conditional-fit-0063,axis4_reasoning_termination,153,0.08013526408774127
conditional-fit-0063,axis4_reasoning_termination,154,0.021239331099971157
conditional-fit-0063,axis4_reasoning_termination,155,0.00697890803475449
conditional-fit-0063,axis4_reasoning_termination,156,0.005090929365397447
conditional-fit-0063,axis4_reasoning_termination,157,0.0061400499643211835
conditional-fit-0063,axis4_reasoning_termination,158,0.02843208937961328
conditional-fit-0063,axis4_reasoning_termination,159,0.009080936631797324
conditional-fit-0063,axis4_reasoning_termination,160,0.016850855808559842
conditional-fit-0063,axis4_reasoning_termination,161,0.005921691610823983
conditional-fit-0063,axis4_reasoning_termination,162,0.006269941324842343
conditional-fit-0063,axis4_reasoning_termination,163,0.002348295779036465
conditional-fit-0063,axis4_reasoning_termination,164,0.002167655448818471
conditional-fit-0063,axis4_reasoning_termination,165,0.11056519775989605
conditional-fit-0063,axis4_reasoning_termination,166,0.4852453709829429
conditional-fit-0063,axis4_reasoning_termination,167,0.1331547495395189
conditional-fit-0063,axis4_reasoning_termination,168,0.01151250596823749
conditional-fit-0063,axis4_reasoning_termination,169,0.0014001913196897094
conditional-fit-0063,axis4_reasoning_termination,170,0.004862345219341898
conditional-fit-0063,axis4_reasoning_termination,171,6.230093678524014e-05
conditional-fit-0063,axis4_reasoning_termination,172,0.0005414972933387307
conditional-fit-0063,axis4_reasoning_termination,173,0.0034127692169195005
conditional-fit-0063,axis4_reasoning_termination,174,4.994899468213563e-05
conditional-fit-0063,axis4_reasoning_termination,175,0.0011256881195319162
conditional-fit-0063,axis4_reasoning_termination,176,9.58462607447062e-05
conditional-fit-0063,axis4_reasoning_termination,177,0.0012956703402677483
conditional-fit-0063,axis4_reasoning_termination,178,1.7516044723782505e-05
conditional-fit-0063,axis4_reasoning_termination,179,0.0004178500823036925
conditional-fit-0063,axis4_reasoning_termination,180,0.005414829616612157
conditional-fit-0063,axis4_reasoning_termination,181,0.0033999606092023115
conditional-fit-0063,axis4_reasoning_termination,182,0.008308758736029362
conditional-fit-0063,axis4_reasoning_termination,183,0.002043196470111073
conditional-fit-0063,axis4_reasoning_termination,184,1.605573888065563e-05
conditional-fit-0063,axis4_reasoning_termination,185,8.573766282722787e-05
conditional-fit-0063,axis4_reasoning_termination,186,8.235556358037252e-05
conditional-fit-0063,axis4_reasoning_termination,187,0.00014593529116511486
conditional-fit-0063,axis4_reasoning_termination,188,0.004464351411595751
conditional-fit-0063,axis4_reasoning_termination,189,0.0001302915634483638
conditional-fit-0063,axis4_reasoning_termination,190,0.0015709403949341859
conditional-fit-0063,axis4_reasoning_termination,191,0.00010383284760596648
conditional-fit-0063,axis4_reasoning_termination,192,0.004843310267826834
conditional-fit-0063,axis4_reasoning_termination,193,0.0005980436355217819
conditional-fit-0063,axis4_reasoning_termination,194,0.00035736262373114655
conditional-fit-0063,axis4_reasoning_termination,195,0.0006259102272177926
conditional-fit-0063,axis4_reasoning_termination,196,0.003592436124249986
conditional-fit-0063,axis4_reasoning_termination,197,0.0015779264102908455
conditional-fit-0063,axis4_reasoning_termination,198,0.0003703584807818671
conditional-fit-0063,axis4_reasoning_termination,199,0.0012167257646159648
conditional-fit-0063,axis4_reasoning_termination,200,0.0005730827074081116
conditional-fit-0063,axis4_reasoning_termination,201,0.0015440057085279214
conditional-fit-0063,axis4_reasoning_termination,202,0.00011990834399288945
conditional-fit-0063,axis4_reasoning_termination,203,0.00016529466377041582
conditional-fit-0063,axis4_reasoning_termination,204,0.0009768335947637995
conditional-fit-0063,axis4_reasoning_termination,205,0.029814236848851094
conditional-fit-0063,axis4_reasoning_termination,206,0.0014098043484981231
conditional-fit-0063,axis4_reasoning_termination,207,0.0314574442527558
conditional-fit-0063,axis4_reasoning_termination,208,0.00966545631160029
conditional-fit-0063,axis4_reasoning_termination,209,0.011567231831577787
conditional-fit-0063,axis4_reasoning_termination,210,0.5285796717946963
conditional-fit-0063,axis4_reasoning_termination,211,0.06950249127580892
conditional-fit-0063,axis4_reasoning_termination,212,0.005176550752693508
conditional-fit-0063,axis4_reasoning_termination,213,0.0007780909747668707
conditional-fit-0063,axis4_reasoning_termination,214,0.01670512437715835
conditional-fit-0063,axis4_reasoning_termination,215,0.05589446084913906
conditional-fit-0063,axis4_reasoning_termination,216,0.03420707393528613
conditional-fit-0063,axis4_reasoning_termination,217,0.03409852004702329
conditional-fit-0063,axis4_reasoning_termination,218,0.010406410135179196
conditional-fit-0063,axis4_reasoning_termination,219,0.03552855003731099
conditional-fit-0063,axis4_reasoning_termination,220,0.0007863586437216085
